"
Asserts that a condition is true. If it isn't it throws
an AssertionFailedError with the given message.
","Asserts that a condition is false. If it isn't it throws
an AssertionFailedError with the given message.",1,"# Method  public static void assertTrue(String message, boolean condition)    (TestCase.java)","# Method  public static void assertFalse(String message, boolean condition)    (Assert.java)"
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  MethodRoadie    (MethodRoadie.java),# Class  FailedBefore    (FailedBefore.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  MethodRoadie    (MethodRoadie.java),# Class  MethodValidator    (MethodValidator.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  MethodValidator    (MethodValidator.java),# Class  ClassRoadie    (ClassRoadie.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  MethodValidator    (MethodValidator.java),# Class  FailedBefore    (FailedBefore.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  TestClass    (TestClass.java),# Class  ClassRoadie    (ClassRoadie.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  TestClass    (TestClass.java),# Class  FailedBefore    (FailedBefore.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  TestClass    (TestClass.java),# Class  JUnit4ClassRunner    (JUnit4ClassRunner.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  TestClass    (TestClass.java),# Class  MethodRoadie    (MethodRoadie.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  TestClass    (TestClass.java),# Class  MethodValidator    (MethodValidator.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  TestClass    (TestClass.java),# Class  TestMethod    (TestMethod.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  TestMethod    (TestMethod.java),# Class  ClassRoadie    (ClassRoadie.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  TestMethod    (TestMethod.java),# Class  FailedBefore    (FailedBefore.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  TestMethod    (TestMethod.java),# Class  JUnit4ClassRunner    (JUnit4ClassRunner.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  TestMethod    (TestMethod.java),# Class  MethodRoadie    (MethodRoadie.java)
"@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.","@deprecated Included for backwards compatibility with JUnit 4.4. Will be
removed in the next major release. Please use
BlockJUnit4ClassRunner in place of JUnit4ClassRunner.",1,# Class  TestMethod    (TestMethod.java),# Class  MethodValidator    (MethodValidator.java)
"@deprecated Use
assertEquals(double expected, double actual, double delta)
instead","@deprecated Use
assertEquals(String message, double expected, double actual, double delta)
instead",1,"# Method  public static void assertEquals(double expected, double actual)    (Assert.java)","# Method  public static void assertEquals(String message, double expected, double actual)    (Assert.java)"
"@param target the test case instance
@return a list of MethodRules that should be applied when executing this
test","@param target the test case instance
@return a list of TestRules that should be applied when executing this
test",1,# Method  protected List<MethodRule> rules(Object target)    (BlockJUnit4ClassRunner.java),# Method  protected List<TestRule> getTestRules(Object target)    (BlockJUnit4ClassRunner.java)
"@return A matcher matching any collection containing an element matching elementMatcher
@deprecated Please use CoreMatchers#hasItem(Matcher) instead.","@return A matcher matching any collection containing every element in elements
@deprecated Please use CoreMatchers#hasItems(Object...) instead.",1,# Method  public static Matcher<Iterable<? super T>> hasItem(Matcher<? super T> elementMatcher)    (JUnitMatchers.java),# Method  public static Matcher<Iterable<T>> hasItems(T... elements)    (JUnitMatchers.java)
"@return A matcher matching any collection containing an element matching elementMatcher
@deprecated Please use CoreMatchers#hasItem(Matcher) instead.","@return A matcher matching any collection in which every element matches elementMatcher
@deprecated Please use CoreMatchers#everyItem(Matcher) instead.",1,# Method  public static Matcher<Iterable<? super T>> hasItem(Matcher<? super T> elementMatcher)    (JUnitMatchers.java),# Method  public static Matcher<Iterable<T>> everyItem(final Matcher<T> elementMatcher)    (JUnitMatchers.java)
"@return A matcher matching any collection containing element
@deprecated Please use CoreMatchers#hasItem(Object) instead.","@return A matcher matching any collection containing an element matching elementMatcher
@deprecated Please use CoreMatchers#hasItem(Matcher) instead.",1,# Method  public static Matcher<Iterable<? super T>> hasItem(T element)    (JUnitMatchers.java),# Method  public static Matcher<Iterable<? super T>> hasItem(Matcher<? super T> elementMatcher)    (JUnitMatchers.java)
"@return A matcher matching any collection containing element
@deprecated Please use CoreMatchers#hasItem(Object) instead.","@return A matcher matching any collection containing every element in elements
@deprecated Please use CoreMatchers#hasItems(Object...) instead.",1,# Method  public static Matcher<Iterable<? super T>> hasItem(T element)    (JUnitMatchers.java),# Method  public static Matcher<Iterable<T>> hasItems(T... elements)    (JUnitMatchers.java)
"@return A matcher matching any collection containing element
@deprecated Please use CoreMatchers#hasItem(Object) instead.","@return A matcher matching any collection in which every element matches elementMatcher
@deprecated Please use CoreMatchers#everyItem(Matcher) instead.",1,# Method  public static Matcher<Iterable<? super T>> hasItem(T element)    (JUnitMatchers.java),# Method  public static Matcher<Iterable<T>> everyItem(final Matcher<T> elementMatcher)    (JUnitMatchers.java)
"@return A matcher matching any collection containing every element in elements
@deprecated Please use CoreMatchers#hasItems(Object...) instead.","@return A matcher matching any collection in which every element matches elementMatcher
@deprecated Please use CoreMatchers#everyItem(Matcher) instead.",1,# Method  public static Matcher<Iterable<T>> hasItems(T... elements)    (JUnitMatchers.java),# Method  public static Matcher<Iterable<T>> everyItem(final Matcher<T> elementMatcher)    (JUnitMatchers.java)
"@return A matcher that delegates to throwableMatcher and in addition
appends the stacktrace of the actual Throwable in case of a mismatch.","@return A matcher that delegates to exceptionMatcher and in addition
appends the stacktrace of the actual Exception in case of a mismatch.",1,# Method  public static Matcher<T> isThrowable(Matcher<T> throwableMatcher)    (JUnitMatchers.java),# Method  public static Matcher<T> isException(Matcher<T> exceptionMatcher)    (JUnitMatchers.java)
"@return If this describes a method invocation,
the class of the test instance.","@return If this describes a method invocation,
the name of the class of the test instance",1,# Method  public Class<?> getTestClass()    (Description.java),# Method  public String getClassName()    (Description.java)
"@return If this describes a method invocation,
the class of the test instance.","@return If this describes a method invocation,
the name of the method (or null if not)",1,# Method  public Class<?> getTestClass()    (Description.java),# Method  public String getMethodName()    (Description.java)
"@return If this describes a method invocation,
the name of the class of the test instance","@return If this describes a method invocation,
the name of the method (or null if not)",1,# Method  public String getClassName()    (Description.java),# Method  public String getMethodName()    (Description.java)
"Adds a failure to the table if matcher does not match value.
Execution continues, but the test will fail at the end if the match fails.

@deprecated use org.hamcrest.junit.ErrorCollector.checkThat()","Adds a failure with the given reason
to the table if matcher does not match value.
Execution continues, but the test will fail at the end if the match fails.

@deprecated use org.hamcrest.junit.ErrorCollector.checkThat()",1,"# Method  public void checkThat(final T value, final Matcher<T> matcher)    (ErrorCollector.java)","# Method  public void checkThat(final String reason, final T value, final Matcher<T> matcher)    (ErrorCollector.java)"
"Adds to errors if the test class has more than one constructor
(do not override)","Adds to errors if the test class's single constructor takes
parameters (do not override)",1,# Method  protected void validateOnlyOneConstructor(List<Throwable> errors)    (BlockJUnit4ClassRunner.java),# Method  protected void validateZeroArgConstructor(List<Throwable> errors)    (BlockJUnit4ClassRunner.java)
"Adds to errors if this method:

is not public, or
returns something other than void, or
is static (given isStatic is false), or
is not static (given isStatic is true).","Adds to errors if any method in this class is annotated with
annotation, but:

is not public, or
takes parameters, or
returns something other than void, or
is static (given isStatic is false), or
is not static (given isStatic is true).",1,"# Method  public void validatePublicVoid(boolean isStatic, List<Throwable> errors)    (FrameworkMethod.java)","# Method  protected void validatePublicVoidNoArgMethods(Class<? extends Annotation> annotation, boolean isStatic, List<Throwable> errors)    (ParentRunner.java)"
"Adds to errors if this method:

is not public, or
takes parameters, or
returns something other than void, or
is static (given isStatic is false), or
is not static (given isStatic is true).","Adds to errors if any method in this class is annotated with
annotation, but:

is not public, or
takes parameters, or
returns something other than void, or
is static (given isStatic is false), or
is not static (given isStatic is true).",1,"# Method  public void validatePublicVoidNoArg(boolean isStatic, List<Throwable> errors)    (FrameworkMethod.java)","# Method  protected void validatePublicVoidNoArgMethods(Class<? extends Annotation> annotation, boolean isStatic, List<Throwable> errors)    (ParentRunner.java)"
"Adds to errors if this method:

is not public, or
takes parameters, or
returns something other than void, or
is static (given isStatic is false), or
is not static (given isStatic is true).","Adds to errors if this method:

is not public, or
returns something other than void, or
is static (given isStatic is false), or
is not static (given isStatic is true).",1,"# Method  public void validatePublicVoidNoArg(boolean isStatic, List<Throwable> errors)    (FrameworkMethod.java)","# Method  public void validatePublicVoid(boolean isStatic, List<Throwable> errors)    (FrameworkMethod.java)"
"An assumption exception with the given actual value and a matcher describing
the expectation that failed.","An assumption exception with a message with the given actual value and a
matcher describing the expectation that failed.",1,"# Method  public AssumptionViolatedException(T actual, Matcher<T> matcher)    (AssumptionViolatedException.java)","# Method  public AssumptionViolatedException(String message, T expected, Matcher<T> matcher)    (AssumptionViolatedException.java)"
"An assumption exception with the given message only.

@deprecated Please use org.junit.AssumptionViolatedException instead.","An assumption exception with the given message and a cause.

@deprecated Please use org.junit.AssumptionViolatedException instead.",1,# Method  public AssumptionViolatedException(String assumption)    (AssumptionViolatedException.java),"# Method  public AssumptionViolatedException(String assumption, Throwable e)    (AssumptionViolatedException.java)"
"An assumption exception with the given value (String or
Throwable) and an additional failing Matcher.

@deprecated Please use org.junit.AssumptionViolatedException instead.","An assumption exception with the given value (String or
Throwable) and an additional failing Matcher.

@deprecated Please use org.junit.AssumptionViolatedException instead.",1,"# Method  public AssumptionViolatedException(Object value, Matcher<?> matcher)    (AssumptionViolatedException.java)","# Method  public AssumptionViolatedException(String assumption, Object value, Matcher<?> matcher)    (AssumptionViolatedException.java)"
"An exception class used to implement assumptions (state in which a given test
is meaningful and should or should not be executed). A test for which an assumption
fails should not generate a test case failure.

@see org.junit.Assume","An exception class used to implement assumptions (state in which a given test
is meaningful and should or should not be executed). A test for which an assumption
fails should not generate a test case failure.

@see org.junit.Assume
@since 4.12",1,# Class  AssumptionViolatedException    (AssumptionViolatedException.java),# Class  AssumptionViolatedException    (AssumptionViolatedException.java)
"Asserts that a condition is false. If it isn't it throws
an AssertionFailedError with the given message.","Asserts that a condition is false. If it isn't it throws
an AssertionFailedError.
",1,"# Method  public static void assertFalse(String message, boolean condition)    (Assert.java)",# Method  public static void assertFalse(boolean condition)    (Assert.java)
"Asserts that a condition is false. If it isn't it throws
an AssertionFailedError.
","Asserts that a condition is false. If it isn't it throws
an AssertionFailedError with the given message.",1,# Method  public static void assertFalse(boolean condition)    (TestCase.java),"# Method  public static void assertFalse(String message, boolean condition)    (Assert.java)"
"Asserts that a condition is false. If it isn't it throws
an AssertionFailedError.
","Asserts that a condition is false. If it isn't it throws
an AssertionFailedError.
",1,# Method  public static void assertFalse(boolean condition)    (TestCase.java),# Method  public static void assertFalse(boolean condition)    (Assert.java)
"Asserts that a condition is false. If it isn't it throws
an AssertionFailedError.
","Asserts that a condition is true. If it isn't it throws
an AssertionFailedError with the given message.",1,# Method  public static void assertFalse(boolean condition)    (TestCase.java),"# Method  public static void assertTrue(String message, boolean condition)    (Assert.java)"
"Asserts that a condition is false. If it isn't it throws
an AssertionFailedError.
","Asserts that a condition is true. If it isn't it throws
an AssertionFailedError.
",1,# Method  public static void assertFalse(boolean condition)    (TestCase.java),# Method  public static void assertTrue(boolean condition)    (Assert.java)
"Asserts that a condition is true. If it isn't it throws
an AssertionFailedError with the given message.","Asserts that a condition is false. If it isn't it throws
an AssertionFailedError with the given message.",1,"# Method  public static void assertTrue(String message, boolean condition)    (Assert.java)","# Method  public static void assertFalse(String message, boolean condition)    (Assert.java)"
"Asserts that a condition is true. If it isn't it throws
an AssertionFailedError with the given message.","Asserts that a condition is false. If it isn't it throws
an AssertionFailedError.
",1,"# Method  public static void assertTrue(String message, boolean condition)    (Assert.java)",# Method  public static void assertFalse(boolean condition)    (Assert.java)
"Asserts that a condition is true. If it isn't it throws
an AssertionFailedError with the given message.","Asserts that a condition is true. If it isn't it throws
an AssertionFailedError.
",1,"# Method  public static void assertTrue(String message, boolean condition)    (Assert.java)",# Method  public static void assertTrue(boolean condition)    (Assert.java)
"Asserts that a condition is true. If it isn't it throws
an AssertionFailedError.","Asserts that a condition is false. If it isn't it throws
an AssertionFailedError with the given message.",1,# Method  public static void assertTrue(boolean condition)    (TestCase.java),"# Method  public static void assertFalse(String message, boolean condition)    (TestCase.java)"
"Asserts that a condition is true. If it isn't it throws
an AssertionFailedError.
","Asserts that a condition is false. If it isn't it throws
an AssertionFailedError with the given message.",1,# Method  public static void assertTrue(boolean condition)    (Assert.java),"# Method  public static void assertFalse(String message, boolean condition)    (Assert.java)"
"Asserts that a condition is true. If it isn't it throws
an AssertionFailedError.
","Asserts that a condition is false. If it isn't it throws
an AssertionFailedError.
",1,# Method  public static void assertTrue(boolean condition)    (Assert.java),# Method  public static void assertFalse(boolean condition)    (Assert.java)
"Asserts that a condition is true. If it isn't it throws an
AssertionError with the given message.

@param message the identifying message for the AssertionError (null
okay)
@param condition condition to be checked
","Asserts that a condition is false. If it isn't it throws an
AssertionError with the given message.

@param message the identifying message for the AssertionError (null
okay)
@param condition condition to be checked",1,"# Method  public static void assertTrue(String message, boolean condition)    (Assert.java)","# Method  public static void assertFalse(String message, boolean condition)    (Assert.java)"
"Asserts that a condition is true. If it isn't it throws an
AssertionError without a message.

@param condition condition to be checked","Asserts that a condition is false. If it isn't it throws an
AssertionError without a message.

@param condition condition to be checked",1,# Method  public static void assertTrue(boolean condition)    (Assert.java),# Method  public static void assertFalse(boolean condition)    (Assert.java)
"Asserts that actual satisfies the condition specified by
matcher. If not, an AssertionError is thrown with
information about the matcher and failing value. Example:

assertThat(0, is(1)); // fails:
// failure message:
// expected: is &lt;1&gt;
// got value: &lt;0&gt;
assertThat(0, is(not(1))) // passes

org.hamcrest.Matcher does not currently document the meaning
of its type parameter T.  This method assumes that a matcher
typed as Matcher&lt;T&gt; can be meaningfully applied only
to values that could be assigned to a variable of type T.

@param <T> the static type accepted by the matcher (this can flag obvious
compile-time problems such as assertThat(1, is(""a""))
@param actual the computed value being compared
@param matcher an expression, built of Matchers, specifying allowed
values
@see org.hamcrest.CoreMatchers
@see org.hamcrest.MatcherAssert
@deprecated use org.hamcrest.junit.MatcherAssert.assertThat()","Asserts that actual satisfies the condition specified by
matcher. If not, an AssertionError is thrown with
the reason and information about the matcher and failing value. Example:

assertThat(&quot;Help! Integers don't work&quot;, 0, is(1)); // fails:
// failure message:
// Help! Integers don't work
// expected: is &lt;1&gt;
// got value: &lt;0&gt;
assertThat(&quot;Zero is one&quot;, 0, is(not(1))) // passes

org.hamcrest.Matcher does not currently document the meaning
of its type parameter T.  This method assumes that a matcher
typed as Matcher&lt;T&gt; can be meaningfully applied only
to values that could be assigned to a variable of type T.

@param reason additional information about the error
@param <T> the static type accepted by the matcher (this can flag obvious
compile-time problems such as assertThat(1, is(""a""))
@param actual the computed value being compared
@param matcher an expression, built of Matchers, specifying allowed
values
@see org.hamcrest.CoreMatchers
@see org.hamcrest.MatcherAssert
@deprecated use org.hamcrest.junit.MatcherAssert.assertThat()",1,"# Method  public static void assertThat(T actual, Matcher<? super T> matcher)    (Assert.java)","# Method  public static void assertThat(String reason, T actual, Matcher<? super T> matcher)    (Assert.java)"
"Asserts that an object is null.  If it is not
an AssertionFailedError is thrown with the given message.","Asserts that an object is null.  If it is not
an AssertionFailedError is thrown with the given message.",1,"# Method  public static void assertNull(String message, Object object)    (TestCase.java)","# Method  public static void assertNull(String message, Object object)    (Assert.java)"
"Asserts that an object is null.  If it is not
an AssertionFailedError is thrown with the given message.","Asserts that an object is null. If it is not, an AssertionError
is thrown with the given message.

@param message the identifying message for the AssertionError (null
okay)
@param object Object to check or null",1,"# Method  public static void assertNull(String message, Object object)    (TestCase.java)","# Method  public static void assertNull(String message, Object object)    (Assert.java)"
"Asserts that an object is null.  If it is not
an AssertionFailedError is thrown with the given message.","Asserts that an object is null. If it isn't an AssertionError is
thrown.

@param object Object to check or null",1,"# Method  public static void assertNull(String message, Object object)    (TestCase.java)",# Method  public static void assertNull(Object object)    (Assert.java)
"Asserts that an object is null.  If it is not
an AssertionFailedError is thrown with the given message.","Asserts that an object is null. If it isn't an AssertionError is
thrown.
Message contains: Expected:  but was: object

@param object Object to check or null",1,"# Method  public static void assertNull(String message, Object object)    (TestCase.java)",# Method  public static void assertNull(Object object)    (Assert.java)
"Asserts that an object is null. If it is not, an AssertionError
is thrown with the given message.

@param message the identifying message for the AssertionError (null
okay)
@param object Object to check or null","Asserts that an object is null.  If it is not
an AssertionFailedError is thrown with the given message.",1,"# Method  public static void assertNull(String message, Object object)    (Assert.java)","# Method  public static void assertNull(String message, Object object)    (Assert.java)"
"Asserts that an object is null. If it is not, an AssertionError
is thrown with the given message.

@param message the identifying message for the AssertionError (null
okay)
@param object Object to check or null","Asserts that an object is null. If it isn't an AssertionError is
thrown.

@param object Object to check or null",1,"# Method  public static void assertNull(String message, Object object)    (Assert.java)",# Method  public static void assertNull(Object object)    (Assert.java)
"Asserts that an object is null. If it is not, an AssertionError
is thrown with the given message.

@param message the identifying message for the AssertionError (null
okay)
@param object Object to check or null","Asserts that an object is null. If it isn't an AssertionError is
thrown.
Message contains: Expected:  but was: object

@param object Object to check or null",1,"# Method  public static void assertNull(String message, Object object)    (Assert.java)",# Method  public static void assertNull(Object object)    (Assert.java)
"Asserts that an object is null. If it isn't an AssertionError is
thrown.

@param object Object to check or null","Asserts that an object is null.  If it is not
an AssertionFailedError is thrown with the given message.",1,# Method  public static void assertNull(Object object)    (Assert.java),"# Method  public static void assertNull(String message, Object object)    (Assert.java)"
"Asserts that an object is null. If it isn't an AssertionError is
thrown.

@param object Object to check or null","Asserts that an object is null. If it isn't an AssertionError is
thrown.
Message contains: Expected:  but was: object

@param object Object to check or null",1,# Method  public static void assertNull(Object object)    (Assert.java),# Method  public static void assertNull(Object object)    (Assert.java)
"Asserts that an object is null. If it isn't an AssertionError is
thrown.
Message contains: Expected:  but was: object

@param object Object to check or null","Asserts that an object is null.  If it is not
an AssertionFailedError is thrown with the given message.",1,# Method  public static void assertNull(Object object)    (Assert.java),"# Method  public static void assertNull(String message, Object object)    (Assert.java)"
"Asserts that an object is null. If it isn't an AssertionError is
thrown.
Message contains: Expected:  but was: object

@param object Object to check or null","Asserts that an object is null.  If it is not
an AssertionFailedError is thrown with the given message.",1,# Method  public static void assertNull(Object object)    (TestCase.java),"# Method  public static void assertNull(String message, Object object)    (Assert.java)"
"Asserts that an object is null. If it isn't an AssertionError is
thrown.
Message contains: Expected:  but was: object

@param object Object to check or null","Asserts that an object is null.  If it is not
an AssertionFailedError is thrown with the given message.",1,# Method  public static void assertNull(Object object)    (TestCase.java),"# Method  public static void assertNull(String message, Object object)    (TestCase.java)"
"Asserts that an object is null. If it isn't an AssertionError is
thrown.
Message contains: Expected:  but was: object

@param object Object to check or null","Asserts that an object is null. If it is not, an AssertionError
is thrown with the given message.

@param message the identifying message for the AssertionError (null
okay)
@param object Object to check or null",1,# Method  public static void assertNull(Object object)    (TestCase.java),"# Method  public static void assertNull(String message, Object object)    (Assert.java)"
"Asserts that an object is null. If it isn't an AssertionError is
thrown.
Message contains: Expected:  but was: object

@param object Object to check or null","Asserts that an object is null. If it isn't an AssertionError is
thrown.

@param object Object to check or null",1,# Method  public static void assertNull(Object object)    (TestCase.java),# Method  public static void assertNull(Object object)    (Assert.java)
"Asserts that an object is null. If it isn't an AssertionError is
thrown.
Message contains: Expected:  but was: object

@param object Object to check or null","Asserts that an object is null. If it isn't an AssertionError is
thrown.
Message contains: Expected:  but was: object

@param object Object to check or null",1,# Method  public static void assertNull(Object object)    (TestCase.java),# Method  public static void assertNull(Object object)    (Assert.java)
"Asserts that an object isn't null. If it is
an AssertionFailedError is thrown with the given message.","Asserts that an object isn't null. If it is
an AssertionFailedError is thrown with the given message.",1,"# Method  public static void assertNotNull(String message, Object object)    (TestCase.java)","# Method  public static void assertNotNull(String message, Object object)    (Assert.java)"
"Asserts that an object isn't null. If it is an AssertionError is
thrown with the given message.

@param message the identifying message for the AssertionError (null
okay)
@param object Object to check or null","Asserts that an object isn't null. If it is an AssertionError is
thrown.

@param object Object to check or null",1,"# Method  public static void assertNotNull(String message, Object object)    (Assert.java)",# Method  public static void assertNotNull(Object object)    (Assert.java)
