"An almost trivial implementation of the IMarkerFactory
interface which creates BasicMarker instances.

Simple logging systems can conform to the SLF4J API by binding
org.slf4j.MarkerFactory with an instance of this class.

@author Ceki G&uuml;lc&uuml;","A logger implementation which logs via a delegate logger. By default, the delegate is a
NOPLogger. However, a different delegate can be set at any time.

See also the <a href=""http://www.slf4j.org/codes.html#substituteLogger"">relevant
error code documentation.

@author Chetan Mehrotra
@author Ceki Gulcu",-1,# Class  BasicMarkerFactory    (BasicMarkerFactory.java),# Class  SubstituteLogger    (SubstituteLogger.java),1
"An almost trivial implementation of the IMarkerFactory
interface which creates BasicMarker instances.

Simple logging systems can conform to the SLF4J API by binding
org.slf4j.MarkerFactory with an instance of this class.

@author Ceki G&uuml;lc&uuml;","Markers are named objects used to enrich log statements. Conforming logging
system Implementations of SLF4J determine how information conveyed by markers
are used, if at all. In particular, many conforming logging systems ignore
marker data.

Markers can contain references to other markers, which in turn may contain
references of their own.

@author Ceki G&uuml;lc&uuml;",-1,# Class  BasicMarkerFactory    (BasicMarkerFactory.java),# Interface  Marker    (Marker.java),1
"An almost trivial implementation of the IMarkerFactory
interface which creates BasicMarker instances.

Simple logging systems can conform to the SLF4J API by binding
org.slf4j.MarkerFactory with an instance of this class.

@author Ceki G&uuml;lc&uuml;","NOPLoggerFactory is an trivial implementation of {@link
ILoggerFactory} which always returns the unique instance of
NOPLogger.

@author Ceki G&uuml;lc&uuml;",-1,# Class  BasicMarkerFactory    (BasicMarkerFactory.java),# Class  NOPLoggerFactory    (NOPLoggerFactory.java),1
"An almost trivial implementation of the IMarkerFactory
interface which creates BasicMarker instances.

Simple logging systems can conform to the SLF4J API by binding
org.slf4j.MarkerFactory with an instance of this class.

@author Ceki G&uuml;lc&uuml;","Return the ILoggerFactory instance in use.

ILoggerFactory instance is bound with this class at compile time.

@return the ILoggerFactory instance in use",-1,# Class  BasicMarkerFactory    (BasicMarkerFactory.java),# Method  public static ILoggerFactory getILoggerFactory()    (LoggerFactory.java),1
"An internal interface which helps the static org.slf4j.LoggerFactory
class bind with the appropriate ILoggerFactory instance.

@author Ceki G&uuml;lc&uuml;","A logger implementation which logs via a delegate logger. By default, the delegate is a
NOPLogger. However, a different delegate can be set at any time.

See also the <a href=""http://www.slf4j.org/codes.html#substituteLogger"">relevant
error code documentation.

@author Chetan Mehrotra
@author Ceki Gulcu",-1,# Interface  LoggerFactoryBinder    (LoggerFactoryBinder.java),# Class  SubstituteLogger    (SubstituteLogger.java),1
"An internal interface which helps the static org.slf4j.LoggerFactory
class bind with the appropriate ILoggerFactory instance.

@author Ceki G&uuml;lc&uuml;","A simple implementation of the Marker interface.

@author Ceki G&uuml;lc&uuml;
@author Joern Huxhorn",-1,# Interface  LoggerFactoryBinder    (LoggerFactoryBinder.java),# Class  BasicMarker    (BasicMarker.java),1
"An internal interface which helps the static org.slf4j.LoggerFactory
class bind with the appropriate ILoggerFactory instance.

@author Ceki G&uuml;lc&uuml;","An almost trivial implementation of the IMarkerFactory
interface which creates BasicMarker instances.

Simple logging systems can conform to the SLF4J API by binding
org.slf4j.MarkerFactory with an instance of this class.

@author Ceki G&uuml;lc&uuml;",-1,# Interface  LoggerFactoryBinder    (LoggerFactoryBinder.java),# Class  BasicMarkerFactory    (BasicMarkerFactory.java),1
"An internal interface which helps the static org.slf4j.LoggerFactory
class bind with the appropriate ILoggerFactory instance.

@author Ceki G&uuml;lc&uuml;","An internal interface which helps the static org.slf4j.MarkerFactory
class bind with the appropriate IMarkerFactory instance.

@author Ceki G&uuml;lc&uuml;",-1,# Interface  LoggerFactoryBinder    (LoggerFactoryBinder.java),# Interface  MarkerFactoryBinder    (MarkerFactoryBinder.java),1
"An internal interface which helps the static org.slf4j.LoggerFactory
class bind with the appropriate ILoggerFactory instance.

@author Ceki G&uuml;lc&uuml;","An internal utility class.

@author Alexander Dorokhine
@author Ceki G&uuml;lc&uuml;",-1,# Interface  LoggerFactoryBinder    (LoggerFactoryBinder.java),# Class  Util    (Util.java),1
"An internal interface which helps the static org.slf4j.LoggerFactory
class bind with the appropriate ILoggerFactory instance.

@author Ceki G&uuml;lc&uuml;","Formats messages according to very simple substitution rules. Substitutions
can be made 1, 2 or more arguments.

For example,

MessageFormatter.format(&quot;Hi {}.&quot;, &quot;there&quot;)

will return the string ""Hi there."".

The {} pair is called the formatting anchor. It serves to designate
the location where arguments need to be substituted within the message
pattern.

In case your message contains the '{' or the '}' character, you do not have
to do anything special unless the '}' character immediately follows '{'. For
example,

MessageFormatter.format(&quot;Set {1,2,3} is not equal to {}.&quot;, &quot;1,2&quot;);

will return the string ""Set {1,2,3} is not equal to 1,2."".

If for whatever reason you need to place the string ""{}"" in the message
without its formatting anchor meaning, then you need to escape the
'{' character with '\', that is the backslash character. Only the '{'
character should be escaped. There is no need to escape the '}' character.
For example,

MessageFormatter.format(&quot;Set \\{} is not equal to {}.&quot;, &quot;1,2&quot;);

will return the string ""Set {} is not equal to 1,2."".

The escaping behavior just described can be overridden by escaping the escape
character '\'. Calling

MessageFormatter.format(&quot;File name is C:\\\\{}.&quot;, &quot;file.zip&quot;);

will return the string ""File name is C:\file.zip"".

The formatting conventions are different than those of MessageFormat
which ships with the Java platform. This is justified by the fact that
SLF4J's implementation is 10 times faster than that of MessageFormat.
This local performance difference is both measurable and significant in the
larger context of the complete logging processing chain.

See also #format(String, Object),
#format(String, Object, Object) and
#arrayFormat(String, Object[]) methods for more details.

@author Ceki G&uuml;lc&uuml;
@author Joern Huxhorn
",-1,# Interface  LoggerFactoryBinder    (LoggerFactoryBinder.java),# Class  MessageFormatter    (MessageFormatter.java),1
"An internal interface which helps the static org.slf4j.LoggerFactory
class bind with the appropriate ILoggerFactory instance.

@author Ceki G&uuml;lc&uuml;","MarkerFactory is a utility class producing Marker instances as
appropriate for the logging system currently in use.

This class is essentially implemented as a wrapper around an
IMarkerFactory instance bound at compile time.

Please note that all methods in this class are static.

@author Ceki G&uuml;lc&uuml;",-1,# Interface  LoggerFactoryBinder    (LoggerFactoryBinder.java),# Class  MarkerFactory    (MarkerFactory.java),1
"An internal interface which helps the static org.slf4j.LoggerFactory
class bind with the appropriate ILoggerFactory instance.

@author Ceki G&uuml;lc&uuml;","Return the singleton of this class.

@return the StaticMDCBinder singleton
@since 1.7.14",-1,# Interface  LoggerFactoryBinder    (LoggerFactoryBinder.java),# Method  public static final StaticMDCBinder getSingleton()    (StaticMDCBinder.java),1
"An internal interface which helps the static org.slf4j.LoggerFactory
class bind with the appropriate ILoggerFactory instance.

@author Ceki G&uuml;lc&uuml;","Return the singleton of this class.

@return the StaticMarkerBinder singleton
@since 1.7.14",-1,# Interface  LoggerFactoryBinder    (LoggerFactoryBinder.java),# Method  public static StaticMarkerBinder getSingleton()    (StaticMarkerBinder.java),1
"An internal interface which helps the static org.slf4j.MarkerFactory
class bind with the appropriate IMarkerFactory instance.

@author Ceki G&uuml;lc&uuml;","A logger implementation which logs via a delegate logger. By default, the delegate is a
NOPLogger. However, a different delegate can be set at any time.

See also the <a href=""http://www.slf4j.org/codes.html#substituteLogger"">relevant
error code documentation.

@author Chetan Mehrotra
@author Ceki Gulcu",-1,# Interface  MarkerFactoryBinder    (MarkerFactoryBinder.java),# Class  SubstituteLogger    (SubstituteLogger.java),1
"An internal interface which helps the static org.slf4j.MarkerFactory
class bind with the appropriate IMarkerFactory instance.

@author Ceki G&uuml;lc&uuml;","A simple implementation of the Marker interface.

@author Ceki G&uuml;lc&uuml;
@author Joern Huxhorn",-1,# Interface  MarkerFactoryBinder    (MarkerFactoryBinder.java),# Class  BasicMarker    (BasicMarker.java),1
"An internal interface which helps the static org.slf4j.MarkerFactory
class bind with the appropriate IMarkerFactory instance.

@author Ceki G&uuml;lc&uuml;","An almost trivial implementation of the IMarkerFactory
interface which creates BasicMarker instances.

Simple logging systems can conform to the SLF4J API by binding
org.slf4j.MarkerFactory with an instance of this class.

@author Ceki G&uuml;lc&uuml;",-1,# Interface  MarkerFactoryBinder    (MarkerFactoryBinder.java),# Class  BasicMarkerFactory    (BasicMarkerFactory.java),1
"An internal interface which helps the static org.slf4j.MarkerFactory
class bind with the appropriate IMarkerFactory instance.

@author Ceki G&uuml;lc&uuml;","An internal utility class.

@author Alexander Dorokhine
@author Ceki G&uuml;lc&uuml;",-1,# Interface  MarkerFactoryBinder    (MarkerFactoryBinder.java),# Class  Util    (Util.java),1
"An internal interface which helps the static org.slf4j.MarkerFactory
class bind with the appropriate IMarkerFactory instance.

@author Ceki G&uuml;lc&uuml;","MarkerFactory is a utility class producing Marker instances as
appropriate for the logging system currently in use.

This class is essentially implemented as a wrapper around an
IMarkerFactory instance bound at compile time.

Please note that all methods in this class are static.

@author Ceki G&uuml;lc&uuml;",-1,# Interface  MarkerFactoryBinder    (MarkerFactoryBinder.java),# Class  MarkerFactory    (MarkerFactory.java),1
"An internal interface which helps the static org.slf4j.MarkerFactory
class bind with the appropriate IMarkerFactory instance.

@author Ceki G&uuml;lc&uuml;","Return the singleton of this class.

@return the StaticMDCBinder singleton
@since 1.7.14",-1,# Interface  MarkerFactoryBinder    (MarkerFactoryBinder.java),# Method  public static final StaticMDCBinder getSingleton()    (StaticMDCBinder.java),1
"An internal utility class.

@author Alexander Dorokhine
@author Ceki G&uuml;lc&uuml;","As of SLF4J version 1.7.14, StaticMDCBinder classes shipping in various bindings
come with a getSingleton() method. Previously only a public field called SINGLETON
was available.

@return MDCAdapter
@throws NoClassDefFoundError in case no binding is available
@since 1.7.14",-1,# Class  Util    (Util.java),# Method  private static MDCAdapter bwCompatibleGetMDCAdapterFromBinder() throws NoClassDefFoundError    (MDC.java),1
"An internal utility class.

@author Alexander Dorokhine
@author Ceki G&uuml;lc&uuml;","As of SLF4J version 1.7.14, StaticMarkerBinder classes shipping in various bindings
come with a getSingleton() method. Previously only a public field called SINGLETON
was available.

@return IMarkerFactory
@throws NoClassDefFoundError in case no binding is available
@since 1.7.14",-1,# Class  Util    (Util.java),# Method  private static IMarkerFactory bwCompatibleGetMarkerFactoryFromBinder() throws NoClassDefFoundError    (MarkerFactory.java),1
"An internal utility class.

@author Alexander Dorokhine
@author Ceki G&uuml;lc&uuml;","Basic MDC implementation, which can be used with logging systems that lack
out-of-the-box MDC support.

This code was initially inspired by  logback's LogbackMDCAdapter. However,
LogbackMDCAdapter has evolved and is now considerably more sophisticated.

@author Ceki Gulcu
@author Maarten Bosteels
@author Lukasz Cwik

@since 1.5.0",-1,# Class  Util    (Util.java),# Class  BasicMDCAdapter    (BasicMDCAdapter.java),1
"An internal utility class.

@author Alexander Dorokhine
@author Ceki G&uuml;lc&uuml;","MarkerFactory is a utility class producing Marker instances as
appropriate for the logging system currently in use.

This class is essentially implemented as a wrapper around an
IMarkerFactory instance bound at compile time.

Please note that all methods in this class are static.

@author Ceki G&uuml;lc&uuml;",-1,# Class  Util    (Util.java),# Class  MarkerFactory    (MarkerFactory.java),1
"An optional interface helping integration with logging systems capable of
extracting location information. This interface is mainly used by SLF4J bridges
such as jcl-over-slf4j, jul-to-slf4j and log4j-over-slf4j or Logger wrappers
which need to provide hints so that the underlying logging system can extract
the correct location information (method name, line number).

@author Ceki Gulcu
@since 1.3","Case insensitive String constant used to retrieve the name of the root logger.

@since 1.3",-1,# Interface  LocationAwareLogger    (LocationAwareLogger.java),Field ROOT_LOGGER_NAME    (Logger.java),1
"An optional interface helping integration with logging systems capable of
extracting location information. This interface is mainly used by SLF4J bridges
such as jcl-over-slf4j, jul-to-slf4j and log4j-over-slf4j or Logger wrappers
which need to provide hints so that the underlying logging system can extract
the correct location information (method name, line number).

@author Ceki Gulcu
@since 1.3","Create a marker which is detached (even at birth) from this IMarkerFactory.

@param name marker name
@return a dangling marker
@since 1.5.1",-1,# Interface  LocationAwareLogger    (LocationAwareLogger.java),# Method  Marker getDetachedMarker(String name)    (IMarkerFactory.java),1
"An optional interface helping integration with logging systems capable of
extracting location information. This interface is mainly used by SLF4J bridges
such as jcl-over-slf4j, jul-to-slf4j and log4j-over-slf4j or Logger wrappers
which need to provide hints so that the underlying logging system can extract
the correct location information (method name, line number).

@author Ceki Gulcu
@since 1.3","Markers are considered equal if they have the same name.

@param o
@return true, if this.name equals o.name

@since 1.5.1",-1,# Interface  LocationAwareLogger    (LocationAwareLogger.java),# Method  public boolean equals(Object o)    (Marker.java),1
"An optional interface helping integration with logging systems capable of
extracting location information. This interface is mainly used by SLF4J bridges
such as jcl-over-slf4j, jul-to-slf4j and log4j-over-slf4j or Logger wrappers
which need to provide hints so that the underlying logging system can extract
the correct location information (method name, line number).

@author Ceki Gulcu
@since 1.3","Returns the MDCAdapter instance currently in use.

@return the MDcAdapter instance currently in use.
@since 1.4.2",-1,# Interface  LocationAwareLogger    (LocationAwareLogger.java),# Method  public static MDCAdapter getMDCAdapter()    (MDC.java),1
"An optional interface helping integration with logging systems capable of
extracting location information. This interface is mainly used by SLF4J bridges
such as jcl-over-slf4j, jul-to-slf4j and log4j-over-slf4j or Logger wrappers
which need to provide hints so that the underlying logging system can extract
the correct location information (method name, line number).

@author Ceki Gulcu
@since 1.3","This adapter is an empty implementation of the MDCAdapter interface.
It is used for all logging systems which do not support mapped
diagnostic contexts such as JDK14, simple and NOP.

@author Ceki G&uuml;lc&uuml;

@since 1.4.1",-1,# Interface  LocationAwareLogger    (LocationAwareLogger.java),# Class  NOPMDCAdapter    (NOPMDCAdapter.java),1
"An optional interface helping integration with logging systems capable of
extracting location information. This interface is mainly used by SLF4J bridges
such as jcl-over-slf4j, jul-to-slf4j and log4j-over-slf4j or Logger wrappers
which need to provide hints so that the underlying logging system can extract
the correct location information (method name, line number).

@author Ceki Gulcu
@since 1.3","This class hides and serves as a substitute for the underlying logging
system's MDC implementation.

If the underlying logging system offers MDC functionality, then SLF4J's MDC,
i.e. this class, will delegate to the underlying system's MDC. Note that at
this time, only two logging systems, namely log4j and logback, offer MDC
functionality. For java.util.logging which does not support MDC,
BasicMDCAdapter will be used. For other systems, i.e slf4j-simple
and slf4j-nop, NOPMDCAdapter will be used.

Thus, as a SLF4J user, you can take advantage of MDC in the presence of log4j,
logback, or java.util.logging, but without forcing these systems as
dependencies upon your users.

For more information on MDC please see the <a
href=""http://logback.qos.ch/manual/mdc.html"">chapter on MDC in the
logback manual.

Please note that all methods in this class are static.

@author Ceki G&uuml;lc&uuml;
@since 1.4.1",-1,# Interface  LocationAwareLogger    (LocationAwareLogger.java),# Class  MDC    (MDC.java),1
"An optional interface helping integration with logging systems capable of
extracting location information. This interface is mainly used by SLF4J bridges
such as jcl-over-slf4j, jul-to-slf4j and log4j-over-slf4j or Logger wrappers
which need to provide hints so that the underlying logging system can extract
the correct location information (method name, line number).

@author Ceki Gulcu
@since 1.3","This interface abstracts the service offered by various MDC
implementations.

@author Ceki G&uuml;lc&uuml;
@since 1.4.1",-1,# Interface  LocationAwareLogger    (LocationAwareLogger.java),# Interface  MDCAdapter    (MDCAdapter.java),1
"As of SLF4J version 1.7.14, StaticMarkerBinder classes shipping in various bindings
come with a getSingleton() method. Previously only a public field called SINGLETON
was available.

@return IMarkerFactory
@throws NoClassDefFoundError in case no binding is available
@since 1.7.14","As of SLF4J version 1.7.14, StaticMDCBinder classes shipping in various bindings
come with a getSingleton() method. Previously only a public field called SINGLETON
was available.

@return MDCAdapter
@throws NoClassDefFoundError in case no binding is available
@since 1.7.14",-1,# Method  private static IMarkerFactory bwCompatibleGetMarkerFactoryFromBinder() throws NoClassDefFoundError    (MarkerFactory.java),# Method  private static MDCAdapter bwCompatibleGetMDCAdapterFromBinder() throws NoClassDefFoundError    (MDC.java),1
"Case insensitive String constant used to retrieve the name of the root logger.

@since 1.3","Compute the hash code based on the name of this marker.
Note that markers are considered equal if they have the same name.

@return the computed hashCode
@since 1.5.1",-1,Field ROOT_LOGGER_NAME    (Logger.java),# Method  public int hashCode()    (Marker.java),1
"Case insensitive String constant used to retrieve the name of the root logger.

@since 1.3","Create a marker which is detached (even at birth) from the MarkerFactory.

@param name the name of the marker
@return a dangling marker
@since 1.5.1",-1,Field ROOT_LOGGER_NAME    (Logger.java),# Method  public static Marker getDetachedMarker(String name)    (MarkerFactory.java),1
"Case insensitive String constant used to retrieve the name of the root logger.

@since 1.3","Does this marker contain the marker named 'name'?

If 'name' is null the returned value is always false.

@param name The marker name to test for inclusion.
@return Whether this marker contains the other marker.",-1,Field ROOT_LOGGER_NAME    (Logger.java),# Method  public boolean contains(String name)    (Marker.java),1
"Case insensitive String constant used to retrieve the name of the root logger.

@since 1.3","Force LoggerFactory to consider itself uninitialized.

This method is intended to be called by classes (in the same package) for
testing purposes. This method is internal. It can be modified, renamed or
removed at any time without notice.

You are strongly discouraged from calling this method in production code.",-1,Field ROOT_LOGGER_NAME    (Logger.java),# Method  static void reset()    (LoggerFactory.java),1
"Case insensitive String constant used to retrieve the name of the root logger.

@since 1.3","Is the logger instance enabled for the TRACE level?

@return True if this Logger is enabled for the TRACE level,
false otherwise.
@since 1.4",-1,Field ROOT_LOGGER_NAME    (Logger.java),# Method  public boolean isTraceEnabled()    (Logger.java),1
"Case insensitive String constant used to retrieve the name of the root logger.

@since 1.3","Markers are considered equal if they have the same name.

@param o
@return true, if this.name equals o.name

@since 1.5.1",-1,Field ROOT_LOGGER_NAME    (Logger.java),# Method  public boolean equals(Object o)    (Marker.java),1
"Case insensitive String constant used to retrieve the name of the root logger.

@since 1.3","Similar to #isTraceEnabled() method except that the
marker data is also taken into account.

@param marker The marker data to take into consideration
@return True if this Logger is enabled for the TRACE level,
false otherwise.

@since 1.4",-1,Field ROOT_LOGGER_NAME    (Logger.java),# Method  public boolean isTraceEnabled(Marker marker)    (Logger.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","As of SLF4J version 1.7.14, StaticMDCBinder classes shipping in various bindings
come with a getSingleton() method. Previously only a public field called SINGLETON
was available.

@return MDCAdapter
@throws NoClassDefFoundError in case no binding is available
@since 1.7.14",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  private static MDCAdapter bwCompatibleGetMDCAdapterFromBinder() throws NoClassDefFoundError    (MDC.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","As of SLF4J version 1.7.14, StaticMarkerBinder classes shipping in various bindings
come with a getSingleton() method. Previously only a public field called SINGLETON
was available.

@return IMarkerFactory
@throws NoClassDefFoundError in case no binding is available
@since 1.7.14",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  private static IMarkerFactory bwCompatibleGetMarkerFactoryFromBinder() throws NoClassDefFoundError    (MarkerFactory.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Case insensitive String constant used to retrieve the name of the root logger.

@since 1.3",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),Field ROOT_LOGGER_NAME    (Logger.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Compute the hash code based on the name of this marker.
Note that markers are considered equal if they have the same name.

@return the computed hashCode
@since 1.5.1",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  public int hashCode()    (Marker.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Create a marker which is detached (even at birth) from the MarkerFactory.

@param name the name of the marker
@return a dangling marker
@since 1.5.1",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  public static Marker getDetachedMarker(String name)    (MarkerFactory.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Create a marker which is detached (even at birth) from this IMarkerFactory.

@param name marker name
@return a dangling marker
@since 1.5.1",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  Marker getDetachedMarker(String name)    (IMarkerFactory.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Detach an existing marker.

Note that after a marker is detached, there might still be ""dangling"" references
to the detached marker.

@param name The name of the marker to detach
@return whether the marker  could be detached or not",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  boolean detachMarker(String name)    (IMarkerFactory.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Does this marker contain a reference to the 'other' marker? Marker A is defined
to contain marker B, if A == B or if B is referenced by A, or if B is referenced
by any one of A's references (recursively).

@param other
The marker to test for inclusion.
@throws IllegalArgumentException
if 'other' is null
@return Whether this marker contains the other marker.",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  public boolean contains(Marker other)    (Marker.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Does this marker contain the marker named 'name'?

If 'name' is null the returned value is always false.

@param name The marker name to test for inclusion.
@return Whether this marker contains the other marker.",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  public boolean contains(String name)    (Marker.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Does this marker have any references?

@return true if this marker has one or more references, false otherwise.",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  public boolean hasReferences()    (Marker.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Force LoggerFactory to consider itself uninitialized.

This method is intended to be called by classes (in the same package) for
testing purposes. This method is internal. It can be modified, renamed or
removed at any time without notice.

You are strongly discouraged from calling this method in production code.",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  static void reset()    (LoggerFactory.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Get the name of this Marker.

@return name of marker",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  public String getName()    (Marker.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Is the logger instance enabled for the DEBUG level?

@return True if this Logger is enabled for the DEBUG level,
false otherwise.",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  public boolean isDebugEnabled()    (Logger.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Is the logger instance enabled for the ERROR level?

@return True if this Logger is enabled for the ERROR level,
false otherwise.",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  public boolean isErrorEnabled()    (Logger.java),1
"Checks if the marker with the name already exists. If name is null, then false
is returned.

@param name logger name to check for
@return true id the marker exists, false otherwise.","Is the logger instance enabled for the INFO level?

@return True if this Logger is enabled for the INFO level,
false otherwise.",-1,# Method  boolean exists(String name)    (IMarkerFactory.java),# Method  public boolean isInfoEnabled()    (Logger.java),1
